ID,Nome,Tipo,GlobalId,Descrição,Modelo,Unidade de Medida
24950,Montante retangular:50 x 150mm telhado axiom:959366,IfcMember,0OMbpmBkv3wgpDA2Mf5mDL,,Montante retangular:50 x 150mm telhado axiom,N/A
24962,Montante retangular:50 x 150mm telhado axiom:959367,IfcMember,0OMbpmBkv3wgpDA2Mf5mDK,,Montante retangular:50 x 150mm telhado axiom,N/A
24974,Montante retangular:50 x 150mm telhado axiom:959368,IfcMember,0OMbpmBkv3wgpDA2Mf5mDR,,Montante retangular:50 x 150mm telhado axiom,N/A
24986,Montante retangular:50 x 150mm telhado axiom:959369,IfcMember,0OMbpmBkv3wgpDA2Mf5mDQ,,Montante retangular:50 x 150mm telhado axiom,N/A
25004,Painel do sistema:Vazio:959270,IfcPlate,0OMbpmBkv3wgpDA2Mf5mFr,,Painel do sistema:Vazio,N/A
25016,Painel do sistema:Vazio:959307,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEO,,Painel do sistema:Vazio,N/A
25028,Painel do sistema:Vazio:959309,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEU,,Painel do sistema:Vazio,N/A
25040,Painel do sistema:Vazio:959311,IfcPlate,0OMbpmBkv3wgpDA2Mf5mES,,Painel do sistema:Vazio,N/A
25052,Painel do sistema:Vazio:959313,IfcPlate,0OMbpmBkv3wgpDA2Mf5mE2,,Painel do sistema:Vazio,N/A
25064,Painel do sistema:Vazio:959315,IfcPlate,0OMbpmBkv3wgpDA2Mf5mE0,,Painel do sistema:Vazio,N/A
25076,Painel do sistema:Vazio:959317,IfcPlate,0OMbpmBkv3wgpDA2Mf5mE6,,Painel do sistema:Vazio,N/A
25088,Painel do sistema:Vazio:959319,IfcPlate,0OMbpmBkv3wgpDA2Mf5mE4,,Painel do sistema:Vazio,N/A
25100,Painel do sistema:Vazio:959321,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEA,,Painel do sistema:Vazio,N/A
25112,Painel do sistema:Vazio:959323,IfcPlate,0OMbpmBkv3wgpDA2Mf5mE8,,Painel do sistema:Vazio,N/A
25124,Painel do sistema:Vazio:959325,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEE,,Painel do sistema:Vazio,N/A
25136,Painel do sistema:Vazio:959327,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEC,,Painel do sistema:Vazio,N/A
25148,Painel do sistema:Vazio:959329,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEo,,Painel do sistema:Vazio,N/A
25160,Painel do sistema:Vazio:959331,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEm,,Painel do sistema:Vazio,N/A
25172,Painel do sistema:Vazio:959333,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEs,,Painel do sistema:Vazio,N/A
25184,Painel do sistema:Vazio:959335,IfcPlate,0OMbpmBkv3wgpDA2Mf5mEq,,Painel do sistema:Vazio,N/A
25196,Montante retangular:50 x 150mm telhado axiom:959272,IfcMember,0OMbpmBkv3wgpDA2Mf5mFx,,Montante retangular:50 x 150mm telhado axiom,N/A
25208,Montante retangular:50 x 150mm telhado axiom:959273,IfcMember,0OMbpmBkv3wgpDA2Mf5mFw,,Montante retangular:50 x 150mm telhado axiom,N/A
25220,Montante retangular:50 x 150mm telhado axiom:959340,IfcMember,0OMbpmBkv3wgpDA2Mf5mE$,,Montante retangular:50 x 150mm telhado axiom,N/A
25232,Montante retangular:50 x 150mm telhado axiom:959341,IfcMember,0OMbpmBkv3wgpDA2Mf5mE_,,Montante retangular:50 x 150mm telhado axiom,N/A
25244,Montante retangular:50 x 150mm telhado axiom:959342,IfcMember,0OMbpmBkv3wgpDA2Mf5mEz,,Montante retangular:50 x 150mm telhado axiom,N/A
25256,Montante retangular:50 x 150mm telhado axiom:959343,IfcMember,0OMbpmBkv3wgpDA2Mf5mEy,,Montante retangular:50 x 150mm telhado axiom,N/A
25268,Montante retangular:50 x 150mm telhado axiom:959344,IfcMember,0OMbpmBkv3wgpDA2Mf5mEZ,,Montante retangular:50 x 150mm telhado axiom,N/A
25280,Montante retangular:50 x 150mm telhado axiom:959345,IfcMember,0OMbpmBkv3wgpDA2Mf5mEY,,Montante retangular:50 x 150mm telhado axiom,N/A
25292,Montante retangular:50 x 150mm telhado axiom:959346,IfcMember,0OMbpmBkv3wgpDA2Mf5mEX,,Montante retangular:50 x 150mm telhado axiom,N/A
25304,Montante retangular:50 x 150mm telhado axiom:959347,IfcMember,0OMbpmBkv3wgpDA2Mf5mEW,,Montante retangular:50 x 150mm telhado axiom,N/A
25316,Montante retangular:50 x 150mm telhado axiom:959348,IfcMember,0OMbpmBkv3wgpDA2Mf5mEd,,Montante retangular:50 x 150mm telhado axiom,N/A
25328,Montante retangular:50 x 150mm telhado axiom:959349,IfcMember,0OMbpmBkv3wgpDA2Mf5mEc,,Montante retangular:50 x 150mm telhado axiom,N/A
25340,Montante retangular:50 x 150mm telhado axiom:959350,IfcMember,0OMbpmBkv3wgpDA2Mf5mEb,,Montante retangular:50 x 150mm telhado axiom,N/A
25352,Montante retangular:50 x 150mm telhado axiom:959351,IfcMember,0OMbpmBkv3wgpDA2Mf5mEa,,Montante retangular:50 x 150mm telhado axiom,N/A
25364,Montante retangular:50 x 150mm telhado axiom:959352,IfcMember,0OMbpmBkv3wgpDA2Mf5mEh,,Montante retangular:50 x 150mm telhado axiom,N/A
25376,Montante retangular:50 x 150mm telhado axiom:959353,IfcMember,0OMbpmBkv3wgpDA2Mf5mEg,,Montante retangular:50 x 150mm telhado axiom,N/A
25388,Montante retangular:50 x 150mm telhado axiom:959354,IfcMember,0OMbpmBkv3wgpDA2Mf5mEf,,Montante retangular:50 x 150mm telhado axiom,N/A
26069,Fascia:Frontão:959386,IfcBuildingElementProxy,0OMbpmBkv3wgpDA2Mf5mD9,,Fascia:Frontão,N/A
26219,Fascia:Frontão:959389,IfcBuildingElementProxy,0OMbpmBkv3wgpDA2Mf5mDE,,Fascia:Frontão,N/A
26230,Basic Roof:Telhado Colonial:960425,IfcRoof,0OMbpmBkv3wgpDA2Mf5mTw,,Basic Roof:Telhado Colonial,N/A
26246,Basic Roof:Telhado Colonial:960425,IfcSlab,0OMbpmBkv3wgpDA2Uf5mTw,,Basic Roof:Telhado Colonial,ROOF
26267,Basic Roof:Telhado Colonial:960425,IfcSlab,0OMbpmBkv3wgpDA2Qf5mTw,,Basic Roof:Telhado Colonial,ROOF
26303,Sloped Glazing:Vidraça inclinada:960513,IfcRoof,0OMbpmBkv3wgpDA2Mf5mZI,,Sloped Glazing:Vidraça inclinada,N/A
26315,Painel do sistema:Vazio:960537,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZA,,Painel do sistema:Vazio,N/A
26327,Painel do sistema:Vazio:960547,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZm,,Painel do sistema:Vazio,N/A
26339,Painel do sistema:Vazio:960549,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZs,,Painel do sistema:Vazio,N/A
26351,Painel do sistema:Vazio:960551,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZq,,Painel do sistema:Vazio,N/A
26363,Painel do sistema:Vazio:960553,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZw,,Painel do sistema:Vazio,N/A
26375,Painel do sistema:Vazio:960555,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZu,,Painel do sistema:Vazio,N/A
26387,Painel do sistema:Vazio:960557,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZ_,,Painel do sistema:Vazio,N/A
26399,Painel do sistema:Vazio:960559,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZy,,Painel do sistema:Vazio,N/A
26411,Painel do sistema:Vazio:960561,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZY,,Painel do sistema:Vazio,N/A
26423,Painel do sistema:Vazio:960563,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZW,,Painel do sistema:Vazio,N/A
26435,Montante retangular:50 x 150mm telhado axiom:960544,IfcMember,0OMbpmBkv3wgpDA2Mf5mZp,,Montante retangular:50 x 150mm telhado axiom,N/A
26447,Montante retangular:50 x 150mm telhado axiom:960545,IfcMember,0OMbpmBkv3wgpDA2Mf5mZo,,Montante retangular:50 x 150mm telhado axiom,N/A
26472,Montante retangular:50 x 150mm telhado axiom:960598,IfcMember,0OMbpmBkv3wgpDA2Mf5mY5,,Montante retangular:50 x 150mm telhado axiom,N/A
26484,Montante retangular:50 x 150mm telhado axiom:960599,IfcMember,0OMbpmBkv3wgpDA2Mf5mY4,,Montante retangular:50 x 150mm telhado axiom,N/A
26496,Montante retangular:50 x 150mm telhado axiom:960600,IfcMember,0OMbpmBkv3wgpDA2Mf5mYB,,Montante retangular:50 x 150mm telhado axiom,N/A
26508,Montante retangular:50 x 150mm telhado axiom:960601,IfcMember,0OMbpmBkv3wgpDA2Mf5mYA,,Montante retangular:50 x 150mm telhado axiom,N/A
26520,Montante retangular:50 x 150mm telhado axiom:960602,IfcMember,0OMbpmBkv3wgpDA2Mf5mY9,,Montante retangular:50 x 150mm telhado axiom,N/A
26532,Montante retangular:50 x 150mm telhado axiom:960603,IfcMember,0OMbpmBkv3wgpDA2Mf5mY8,,Montante retangular:50 x 150mm telhado axiom,N/A
26544,Montante retangular:50 x 150mm telhado axiom:960604,IfcMember,0OMbpmBkv3wgpDA2Mf5mYF,,Montante retangular:50 x 150mm telhado axiom,N/A
26556,Montante retangular:50 x 150mm telhado axiom:960605,IfcMember,0OMbpmBkv3wgpDA2Mf5mYE,,Montante retangular:50 x 150mm telhado axiom,N/A
26568,Montante retangular:50 x 150mm telhado axiom:960606,IfcMember,0OMbpmBkv3wgpDA2Mf5mYD,,Montante retangular:50 x 150mm telhado axiom,N/A
26604,Painel do sistema:Vazio:960538,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZ9,,Painel do sistema:Vazio,N/A
26628,Painel do sistema:Vazio:960565,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZc,,Painel do sistema:Vazio,N/A
26640,Painel do sistema:Vazio:960567,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZa,,Painel do sistema:Vazio,N/A
26652,Painel do sistema:Vazio:960569,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZg,,Painel do sistema:Vazio,N/A
26664,Painel do sistema:Vazio:960571,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZe,,Painel do sistema:Vazio,N/A
26676,Painel do sistema:Vazio:960573,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZk,,Painel do sistema:Vazio,N/A
26688,Painel do sistema:Vazio:960575,IfcPlate,0OMbpmBkv3wgpDA2Mf5mZi,,Painel do sistema:Vazio,N/A
26700,Painel do sistema:Vazio:960577,IfcPlate,0OMbpmBkv3wgpDA2Mf5mYI,,Painel do sistema:Vazio,N/A
26712,Painel do sistema:Vazio:960579,IfcPlate,0OMbpmBkv3wgpDA2Mf5mYG,,Painel do sistema:Vazio,N/A
26724,Painel do sistema:Vazio:960581,IfcPlate,0OMbpmBkv3wgpDA2Mf5mYM,,Painel do sistema:Vazio,N/A
26749,Montante retangular:50 x 150mm telhado axiom:960541,IfcMember,0OMbpmBkv3wgpDA2Mf5mZE,,Montante retangular:50 x 150mm telhado axiom,N/A
26774,Montante retangular:50 x 150mm telhado axiom:960542,IfcMember,0OMbpmBkv3wgpDA2Mf5mZD,,Montante retangular:50 x 150mm telhado axiom,N/A
26786,Montante retangular:50 x 150mm telhado axiom:960543,IfcMember,0OMbpmBkv3wgpDA2Mf5mZC,,Montante retangular:50 x 150mm telhado axiom,N/A
26798,Montante retangular:50 x 150mm telhado axiom:960589,IfcMember,0OMbpmBkv3wgpDA2Mf5mYU,,Montante retangular:50 x 150mm telhado axiom,N/A
26810,Montante retangular:50 x 150mm telhado axiom:960590,IfcMember,0OMbpmBkv3wgpDA2Mf5mYT,,Montante retangular:50 x 150mm telhado axiom,N/A
26822,Montante retangular:50 x 150mm telhado axiom:960591,IfcMember,0OMbpmBkv3wgpDA2Mf5mYS,,Montante retangular:50 x 150mm telhado axiom,N/A
26834,Montante retangular:50 x 150mm telhado axiom:960592,IfcMember,0OMbpmBkv3wgpDA2Mf5mY3,,Montante retangular:50 x 150mm telhado axiom,N/A
26846,Montante retangular:50 x 150mm telhado axiom:960593,IfcMember,0OMbpmBkv3wgpDA2Mf5mY2,,Montante retangular:50 x 150mm telhado axiom,N/A
26858,Montante retangular:50 x 150mm telhado axiom:960594,IfcMember,0OMbpmBkv3wgpDA2Mf5mY1,,Montante retangular:50 x 150mm telhado axiom,N/A
26870,Montante retangular:50 x 150mm telhado axiom:960595,IfcMember,0OMbpmBkv3wgpDA2Mf5mY0,,Montante retangular:50 x 150mm telhado axiom,N/A
26882,Montante retangular:50 x 150mm telhado axiom:960596,IfcMember,0OMbpmBkv3wgpDA2Mf5mY7,,Montante retangular:50 x 150mm telhado axiom,N/A
26894,Montante retangular:50 x 150mm telhado axiom:960597,IfcMember,0OMbpmBkv3wgpDA2Mf5mY6,,Montante retangular:50 x 150mm telhado axiom,N/A
27387,Fascia:Frontão:960613,IfcBuildingElementProxy,0OMbpmBkv3wgpDA2Mf5mYs,,Fascia:Frontão,N/A
27691,PORTA DE ABRIR - 1 FOLHA:100 x 250:961108,IfcDoor,0OMbpmBkv3wgpDA2Mf5mg7,,PORTA DE ABRIR - 1 FOLHA:100 x 250,N/A
27722,Concreto-Viga Retangular:45 x 126mm 2:962371,IfcBeam,2rvkaz$P92zedkYc0RMnPu,,Concreto-Viga Retangular:45 x 126mm 2,N/A
27760,Concreto-Viga Retangular:45 x 126mm 2:962573,IfcBeam,2rvkaz$P92zedkYc0RMmas,,Concreto-Viga Retangular:45 x 126mm 2,N/A
27800,M_Dimension Lumber-Column:45x120:963667,IfcColumn,2rvkaz$P92zedkYc0RMmre,,M_Dimension Lumber-Column:45x120,N/A
27834,M_Dimension Lumber-Column:45x120:963772,IfcColumn,2rvkaz$P92zedkYc0RMms7,,M_Dimension Lumber-Column:45x120,N/A
27863,Concreto-Viga Retangular:45 x 126mm 2:964967,IfcBeam,2rvkaz$P92zedkYc0RMm1S,,Concreto-Viga Retangular:45 x 126mm 2,N/A
27890,Concreto-Viga Retangular:45 x 126mm 2:964982,IfcBeam,2rvkaz$P92zedkYc0RMm1D,,Concreto-Viga Retangular:45 x 126mm 2,N/A
27918,Concreto-Viga Retangular:45 x 126mm 2:965001,IfcBeam,2rvkaz$P92zedkYc0RMm2o,,Concreto-Viga Retangular:45 x 126mm 2,N/A
27946,Concreto-Viga Retangular:45 x 126mm 2:965070,IfcBeam,2rvkaz$P92zedkYc0RMm3r,,Concreto-Viga Retangular:45 x 126mm 2,N/A
27973,Concreto-Viga Retangular:45 x 126mm 2:965083,IfcBeam,2rvkaz$P92zedkYc0RMm3W,,Concreto-Viga Retangular:45 x 126mm 2,N/A
28002,Concreto-Viga Retangular:45 x 126mm 2:965889,IfcBeam,2rvkaz$P92zedkYc0RMmGw,,Concreto-Viga Retangular:45 x 126mm 2,N/A
28033,M_Dimension Lumber-Column:150 x 150:966376,IfcColumn,2rvkaz$P92zedkYc0RMmVJ,,M_Dimension Lumber-Column:150 x 150,N/A
28066,M_Dimension Lumber-Column:150 x 150:966432,IfcColumn,2rvkaz$P92zedkYc0RMmOR,,M_Dimension Lumber-Column:150 x 150,N/A
28095,Concreto-Viga Retangular:90 x 190:966849,IfcBeam,2rvkaz$P92zedkYc0RMtdw,,Concreto-Viga Retangular:90 x 190,N/A
28176,Concreto-Viga Retangular:90 x 190:967505,IfcBeam,2rvkaz$P92zedkYc0RMtfg,,Concreto-Viga Retangular:90 x 190,N/A
28252,Concreto-Viga Retangular:90 x 190:967507,IfcBeam,2rvkaz$P92zedkYc0RMtfe,,Concreto-Viga Retangular:90 x 190,N/A
28328,Concreto-Viga Retangular:90 x 190:967509,IfcBeam,2rvkaz$P92zedkYc0RMtfk,,Concreto-Viga Retangular:90 x 190,N/A
28404,Concreto-Viga Retangular:90 x 190:967511,IfcBeam,2rvkaz$P92zedkYc0RMtfi,,Concreto-Viga Retangular:90 x 190,N/A
28480,Concreto-Viga Retangular:90 x 190:967513,IfcBeam,2rvkaz$P92zedkYc0RMtfY,,Concreto-Viga Retangular:90 x 190,N/A
28556,Concreto-Viga Retangular:90 x 190:967515,IfcBeam,2rvkaz$P92zedkYc0RMtfW,,Concreto-Viga Retangular:90 x 190,N/A
28632,Concreto-Viga Retangular:90 x 190:967517,IfcBeam,2rvkaz$P92zedkYc0RMtfc,,Concreto-Viga Retangular:90 x 190,N/A
28708,Concreto-Viga Retangular:90 x 190:967519,IfcBeam,2rvkaz$P92zedkYc0RMtfa,,Concreto-Viga Retangular:90 x 190,N/A
28784,Concreto-Viga Retangular:90 x 190:967521,IfcBeam,2rvkaz$P92zedkYc0RMtfQ,,Concreto-Viga Retangular:90 x 190,N/A
28860,Concreto-Viga Retangular:90 x 190:967523,IfcBeam,2rvkaz$P92zedkYc0RMtfO,,Concreto-Viga Retangular:90 x 190,N/A
28875,Sloped Glazing:Vidraça inclinada 2:977206,IfcRoof,2r2RUbL0jE39W0SBbHMh$y,,Sloped Glazing:Vidraça inclinada 2,N/A
28898,Painel do sistema:Envidraçado:977212,IfcPlate,2r2RUbL0jE39W0SBbHMh$s,,Painel do sistema:Envidraçado,N/A
28908,Painel do sistema:Envidraçado:977214,IfcPlate,2r2RUbL0jE39W0SBbHMh$q,,Painel do sistema:Envidraçado,N/A
28918,Painel do sistema:Envidraçado:977216,IfcPlate,2r2RUbL0jE39W0SBbHMh_A,,Painel do sistema:Envidraçado,N/A
28928,Painel do sistema:Envidraçado:977218,IfcPlate,2r2RUbL0jE39W0SBbHMh_8,,Painel do sistema:Envidraçado,N/A
28938,Painel do sistema:Envidraçado:977220,IfcPlate,2r2RUbL0jE39W0SBbHMh_E,,Painel do sistema:Envidraçado,N/A
28948,Painel do sistema:Envidraçado:977222,IfcPlate,2r2RUbL0jE39W0SBbHMh_C,,Painel do sistema:Envidraçado,N/A
28958,Painel do sistema:Envidraçado:977224,IfcPlate,2r2RUbL0jE39W0SBbHMh_2,,Painel do sistema:Envidraçado,N/A
28968,Painel do sistema:Envidraçado:977226,IfcPlate,2r2RUbL0jE39W0SBbHMh_0,,Painel do sistema:Envidraçado,N/A
29128,Railing:90cm - Axiom:916831,IfcRailing,0AmobgbPP28x08Ek6zwOre,,Railing:90cm - Axiom,NOTDEFINED
30987,Railing:Glass Panel - Bottom Fill:928699,IfcRailing,1KWYMK0ZXC5QZpusHQ7zXo,,Railing:Glass Panel - Bottom Fill,NOTDEFINED
32143,Railing:Glass Panel - Bottom Fill:932721,IfcRailing,0mwHAB$PHBaxAlZA6toDUw,,Railing:Glass Panel - Bottom Fill,NOTDEFINED
33293,Railing:Glass Panel - Bottom Fill:933021,IfcRailing,0mwHAB$PHBaxAlZA6toD1M,,Railing:Glass Panel - Bottom Fill,NOTDEFINED
34434,Railing:Glass Panel - Bottom Fill:953308,IfcRailing,3FZHb8plP4cwueeCA7akB5,,Railing:Glass Panel - Bottom Fill,NOTDEFINED
34724,RT_Jan._Correr 2 Folhas:160x60:951934:1,IfcOpeningElement,05Q4p_Rrhl7SStipp0RXwX,,Opening,N/A
34740,RT_Jan._Correr 2 Folhas:160x60:952180:1,IfcOpeningElement,2TXrkmeDx8cFAwU3F1ZvN4,,Opening,N/A
34756,JANELA COM ESQUADRIA MAXIM-AR - 1 FOLHA:80 x 60:941179:1,IfcOpeningElement,1VlNqeQvnpvhvWFf8L5JWv,,Opening,N/A
34771,JANELA COM ESQUADRIA MAXIM-AR - 1 FOLHA:80 x 60:941338:1,IfcOpeningElement,3ptA_y$c_ll9eVGcEK2VEM,,Opening,N/A
34787,RT_Jan._Correr 2 Folhas:160x60:952549:1,IfcOpeningElement,1QY9L_g7oXPu3X1ktkl_aI,,Opening,N/A
34802,RT_Jan._Correr 2 Folhas:160x60:952548:1,IfcOpeningElement,2IQdKZpFjhXljsNppGmZ33,,Opening,N/A
34817,Porta de correr - vidro c.perfil 4 folhas:3.20x2.10m:932610:1,IfcOpeningElement,1re112I6QU3fH783y8iARr,,Opening,N/A
34833,Porta de correr - vidro c.perfil 4 folhas:3.20x2.10m:932566:1,IfcOpeningElement,1uEu$$i5165SIhojWR58XZ,,Opening,N/A
34848,RT_Jan._Correr 2 Folhas:160x60:952546:1,IfcOpeningElement,1cn3SRCB_7HwgEKWKfbpxz,,Opening,N/A
34864,RT_Jan._Correr 2 Folhas:140x60:952547:1,IfcOpeningElement,2hLAxGZvp5t9HXeL$VQ8T9,,Opening,N/A
34880,PORTA DE ABRIR - 1 FOLHA:70 x 210:917875:1,IfcOpeningElement,2t9rqWQZTx2EAvL8AEcEgl,,Opening,N/A
34895,RT_Jan._Correr 2 Folhas:160x60:954174:1,IfcOpeningElement,0O_XBGYEHRE1W2AuyitbaG,,Opening,N/A
34911,RT_Jan._Correr 2 Folhas:160x60:954379:1,IfcOpeningElement,27qFHwULgxvDWK5Y_io4Ek,,Opening,N/A
34927,PORTA DE ABRIR - 1 FOLHA:60 x 210:868445:1,IfcOpeningElement,2V_9omqS2jSc0xYfApijDI,,Opening,N/A
34942,PORTA VENEZIANA DE ABRIR - 2 FOLHAS:105 X 2110:872232:1,IfcOpeningElement,1FOcQTmiwzZrBKAdDZk$89,,Opening,N/A
34957,PORTA DE ABRIR - 1 FOLHA:70 x 210:873211:1,IfcOpeningElement,14Gifs0qzDuU$nMfw$yH3b,,Opening,N/A
34972,PORTA DE ABRIR - 1 FOLHA:80 x 210:873317:1,IfcOpeningElement,1SYXlTSPKiD9pvIlGKHc3b,,Opening,N/A
34988,PORTA DE ABRIR - 1 FOLHA:80 x 210:873448:1,IfcOpeningElement,1CQO4nTd4VKyKgGynmadOg,,Opening,N/A
35003,PORTA DE ABRIR - 1 FOLHA:60 x 210:873588:1,IfcOpeningElement,1UZu2ajU7L$nuLurmcdmw$,,Opening,N/A
35018,PORTA DE ABRIR - 1 FOLHA:70 x 210:873925:1,IfcOpeningElement,105XqT5oXI5CdTk2lBK9mq,,Opening,N/A
35034,Porta de correr - vidro c.perfil 4 folhas:4.8x2.7:881036:1,IfcOpeningElement,0AXLfAxh29MFvhbrhy7zkP,,Opening,N/A
35049,Porta de correr dupla envidraçada com revestimento:160 x 210cm:883763:1,IfcOpeningElement,1D36kSYixfZwW8dVU6oBk8,,Opening,N/A
35064,Porta de correr dupla envidraçada com revestimento:160 x 210cm:883963:1,IfcOpeningElement,3Vsns4kemknSqtfVaGJxU8,,Opening,N/A
35079,PORTA DE VIDRO COM ESQUADRIA DE CORRER - 4 FOLHAS:320 x 210:889036:1,IfcOpeningElement,3Vu7IUDfNYtjLAz4s2on6c,,Opening,N/A
35094,PORTA DE ABRIR - 1 FOLHA:70 x 210:917551:1,IfcOpeningElement,0mZKiY5VdWgpDRGMkPjDb2,,Opening,N/A
35110,PORTA DE ABRIR - 1 FOLHA:80 x 210:917659:1,IfcOpeningElement,0epJNhdwyHG$zzwGIkn3CU,,Opening,N/A
35125,PORTA DE ABRIR - 1 FOLHA:80 x 210:917737:1,IfcOpeningElement,0mWHnZC88oe2wi_kcTM_n4,,Opening,N/A
35141,"Porta de correr - vidro c.perfil 4 folhas:5,00x2.10m 2:937269:1",IfcOpeningElement,23A$$8UsyB0qCSbOL9TYPi,,Opening,N/A
35156,PORTA DE ABRIR - 1 FOLHA:90 x 210:942321:1,IfcOpeningElement,3juGt$IZAVlQFsHWVosMMs,,Opening,N/A
35172,PORTA DE ABRIR - 1 FOLHA:60 x 210:942481:1,IfcOpeningElement,32dy5Qb8soJIGPWoKn9oMl,,Opening,N/A
35188,RT_Jan._Correr 2 Folhas:160x60:946650:1,IfcOpeningElement,3cv1J4JT2deMFsjOYCt6nB,,Opening,N/A
35204,RT_Jan._Correr 2 Folhas:140x60:946913:1,IfcOpeningElement,3LtngWsuzmoAdo1nY68sOy,,Opening,N/A
35220,Correr de Vidro 4 Folhas:320 x 210 cm 2:952973:1,IfcOpeningElement,1Ih8UWYgzDe6RuOlL7HKtp,,Opening,N/A
35235,PORTA DE ABRIR - 1 FOLHA:70 x 210:955095:1,IfcOpeningElement,2iGeBPAuv0OIgx1FsW6Pso,,Opening,N/A
35250,PORTA DE ABRIR - 1 FOLHA:100 x 250:961108:1,IfcOpeningElement,3bXaNzFfqiTyrT0i0H6eW$,,Opening,N/A
